Title,Media URL,Pinterest Board,Thumbnail,Description,Link,Publish Date,Keywords
JOSH1-212: Filipino Brutalism 2 | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/55/ce/55ce63db256021b17f90f1489be663f9@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/55/ce/55ce63db256021b17f90f1489be663f9@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-212: Filipino Brutalism 2'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Manila (MNL) 🇵🇭. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-212-filipino-brutalism-2/ • #PhygitalArt #UrbanGeometry #ArchivalPrint #JOSHSHOOTPRINTS",https://www.inprnt.com/gallery/joshuadenouden/josh1-212-filipino-brutalism-2/,,#PhygitalArt #UrbanGeometry #ArchivalPrint #JOSHSHOOTPRINTS
JOSH1-211: Keep Distance | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/4b/90/4b90abf6b2432b9076fd05e5a636bb89@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/4b/90/4b90abf6b2432b9076fd05e5a636bb89@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-211: Keep Distance'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-211-keep-distance/ • #BrutalistArchitecture #UrbanGeometry #ContemporaryCollector #PhygitalArt",https://www.inprnt.com/gallery/joshuadenouden/josh1-211-keep-distance/,,#BrutalistArchitecture #UrbanGeometry #ContemporaryCollector #PhygitalArt
JOSH1-210: No Rights Yield | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/7c/00/7c006b724b5c06960265031a0e1d3403@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/7c/00/7c006b724b5c06960265031a0e1d3403@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-210: No Rights Yield'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-210-no-rights-yield/ • #FineArtPrint #UrbanGeometry #JOSHSHOOTPRINTS #BrutalistArchitecture",https://www.inprnt.com/gallery/joshuadenouden/josh1-210-no-rights-yield/,,#FineArtPrint #UrbanGeometry #JOSHSHOOTPRINTS #BrutalistArchitecture
JOSH1-209: Manila Ice | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/a8/f5/a8f5582f198706a41d869547202c8eac@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/a8/f5/a8f5582f198706a41d869547202c8eac@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-209: Manila Ice'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Manila (MNL) 🇵🇭. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-209-manila-ice/ • #SolanaNFT #WallArtDecor #INPRNT #PhygitalArt",https://www.inprnt.com/gallery/joshuadenouden/josh1-209-manila-ice/,,#SolanaNFT #WallArtDecor #INPRNT #PhygitalArt
JOSH1-208: Jolli B Ee | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/b6/4f/b64f40763ef4fce5e15f227a53caf3c1@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/b6/4f/b64f40763ef4fce5e15f227a53caf3c1@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-208: Jolli B Ee'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-208-jolli-b-ee/ • #ArchitecturalPhotography #OnChainArt #ArtCollector #PhygitalArt",https://www.inprnt.com/gallery/joshuadenouden/josh1-208-jolli-b-ee/,,#ArchitecturalPhotography #OnChainArt #ArtCollector #PhygitalArt
JOSH1-207: Town Center | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/55/6b/556b8ef7bafaa769793453c55be7e292@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/55/6b/556b8ef7bafaa769793453c55be7e292@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-207: Town Center'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-207-town-center/ • #OnChainArt #ArchivalPrint #WallArtDecor #Industrial",https://www.inprnt.com/gallery/joshuadenouden/josh1-207-town-center/,,#OnChainArt #ArchivalPrint #WallArtDecor #Industrial
JOSH1-206: The Sere Records | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/42/b8/42b8ccb5fdaaa97e5c72da8a58a9ada1@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/42/b8/42b8ccb5fdaaa97e5c72da8a58a9ada1@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-206: The Sere Records'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-206-the-sere-records/ • #SolanaArt #ContemporaryCollector #WallArtDecor #FineArtPrint",https://www.inprnt.com/gallery/joshuadenouden/josh1-206-the-sere-records/,,#SolanaArt #ContemporaryCollector #WallArtDecor #FineArtPrint
JOSH1-205: The Cube | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/f6/45/f6458d9d7a4d1f014daa79271cade36e@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/f6/45/f6458d9d7a4d1f014daa79271cade36e@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-205: The Cube'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-205-the-cube/ • #StreetPhotography #OnChainArt #JOSHSHOOTPRINTS #PhygitalArt",https://www.inprnt.com/gallery/joshuadenouden/josh1-205-the-cube/,,#StreetPhotography #OnChainArt #JOSHSHOOTPRINTS #PhygitalArt
JOSH1-204: The Cube Houses | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/44/54/4454311ed840bef34a76bc0853aeb91c@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/44/54/4454311ed840bef34a76bc0853aeb91c@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-204: The Cube Houses'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-204-the-cube-houses/ • #JOSHSHOOTPRINTS #UrbanGeometry #FineArtPrint #ContemporaryCollector",https://www.inprnt.com/gallery/joshuadenouden/josh1-204-the-cube-houses/,,#JOSHSHOOTPRINTS #UrbanGeometry #FineArtPrint #ContemporaryCollector
JOSH1-203: The Peak of Christianity | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/dd/be/ddbe1349591e086993cb067a657929ad@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/dd/be/ddbe1349591e086993cb067a657929ad@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-203: The Peak of Christianity'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-203-the-peak-of-christianity/ • #JOSHSHOOTPRINTS #BrutalistArchitecture #ArchivalPrint #SolanaArt",https://www.inprnt.com/gallery/joshuadenouden/josh1-203-the-peak-of-christianity/,,#JOSHSHOOTPRINTS #BrutalistArchitecture #ArchivalPrint #SolanaArt
JOSH1-202: Brighton Bird | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/0a/9d/0a9d8ca56412741308abc0ced33138f3@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/0a/9d/0a9d8ca56412741308abc0ced33138f3@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-202: Brighton Bird'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-202-brighton-bird/ • #OnChainArt #PhygitalArt #INPRNT #WallArtDecor",https://www.inprnt.com/gallery/joshuadenouden/josh1-202-brighton-bird/,,#OnChainArt #PhygitalArt #INPRNT #WallArtDecor
JOSH1-201: Spanish Times | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/93/a0/93a0098aeb9af27ee76f29a8a04655ab@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/93/a0/93a0098aeb9af27ee76f29a8a04655ab@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-201: Spanish Times'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-201-spanish-times/ • #INPRNT #FineArtPrint #Industrial #SolanaArt",https://www.inprnt.com/gallery/joshuadenouden/josh1-201-spanish-times/,,#INPRNT #FineArtPrint #Industrial #SolanaArt
JOSH1-200: L$D | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/59/84/5984f7b5dfeb55de6411981ed25d1999@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/59/84/5984f7b5dfeb55de6411981ed25d1999@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-200: L$D'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-200-ld/ • #BrutalistArchitecture #PhygitalArt #OnChainArt #ArchivalPrint",https://www.inprnt.com/gallery/joshuadenouden/josh1-200-ld/,,#BrutalistArchitecture #PhygitalArt #OnChainArt #ArchivalPrint
JOSH1-199: Overlooker | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/76/11/7611e6556b08d428e8ddde6b471160ac@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/76/11/7611e6556b08d428e8ddde6b471160ac@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-199: Overlooker'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-199-overlooker/ • #SolanaArt #MinimalistPhotography #ArchitecturalPhotography #SolanaNFT",https://www.inprnt.com/gallery/joshuadenouden/josh1-199-overlooker/,,#SolanaArt #MinimalistPhotography #ArchitecturalPhotography #SolanaNFT
JOSH1-198: KP's Window | JOSH¹ Archive Brutalist Photography & Fine Art Print,https://cdn.inprnt.com/thumbs/9f/40/9f405249cb0b32b0c0b7fc4a9e2e4814@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/9f/40/9f405249cb0b32b0c0b7fc4a9e2e4814@2x.jpg,"Architectural geometry and urban stillness. Recorded for archival permanence. Common rarity asset in the JOSH¹ Archive ('JOSH1-198: KP's Window'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-198-kps-window/ • #ContemporaryCollector #OnChainArt #JOSHSHOOTPRINTS #Industrial",https://www.inprnt.com/gallery/joshuadenouden/josh1-198-kps-window/,,#ContemporaryCollector #OnChainArt #JOSHSHOOTPRINTS #Industrial
"JOSH1-197: Maritime Museum, Rotterdam | JOSH¹ Archive Brutalist Photography & Fine Art Print",https://cdn.inprnt.com/thumbs/0c/2b/0c2b504067590379c2c6e9866a469358@2x.jpg,JOSH¹ Archive // Phygital Photography Prints,https://cdn.inprnt.com/thumbs/0c/2b/0c2b504067590379c2c6e9866a469358@2x.jpg,"Rotterdam's Maritime Museum. Brutalist mass against maritime history—an archival record of institutional form. Common rarity asset in the JOSH¹ Archive ('JOSH1-197: Maritime Museum, Rotterdam'). Exclusively available as a limited edition Phygital Art piece, bridging Solana blockchain provenance (JOSHSHOOT.SOL) and a gallery-quality physical print. Captured in Rotterdam (RTM) 🇳🇱. Crafted on museum-grade 300gsm 100% cotton rag archival paper with custom pigment inks for lifetime color permanence via INPRNT. Explore global shipping: https://www.inprnt.com/gallery/joshuadenouden/josh1-197-maritime-museum-rotterdam/ • #BrutalistArchitecture #SolanaNFT #UrbanGeometry #FineArtPrint",https://www.inprnt.com/gallery/joshuadenouden/josh1-197-maritime-museum-rotterdam/,,#BrutalistArchitecture #SolanaNFT #UrbanGeometry #FineArtPrint
